name,highway,shape_length
Godrej Underpass,unclassified,40.0228962437668
Razia Pathan Lane,residential,268.879460969499
FCI Road,residential,665.006106103887
HS Rupwate Marg,residential,38.4002286070748
Culbaver road,residential,68.3493046796437
Mathew Road,unclassified,525.88821309143
OLD BEST NAGAR,residential,301.578767182496
Cross Road,residential,105.381595953862
St. Dominic Road Extension,unclassified,92.4993727751933
30th Road (Dr KS Hedgewar Road),tertiary,79.17202050939045
Mrinaltai Gore Flyover,secondary,497.8716269768525
A S Marg,unclassified,191.938637880983
Mumbai Monorail Line 1,unclassified,8801.147824781401
Mumbai Monorail Line 2,unclassified,12332.5173245913
Sitram Jadhav Marg,unclassified,1041.02482178144
Block A Avenue 19,residential,55.2821988553794
CSIA T2,unclassified,980.391288274169
FLAG Europe-Asia,unclassified,110.3918182286088
Mastan Garden,pedestrian,281.835264461096
Mazgoun Hill,footway,152.80981935619548
Welington Sports Club and Playground,pedestrian,1731.77274770931
Footpath,footway,117.564439305271
Patwardhan Park,footway,337.763234554862
Mount Mary Ground,footway,373.032991092929
Peace Heaven,footway,119.094764391105
Shivalik maidan,footway,231.149031869878
Maratha club galli,footway,147.454945361204
Rotary Park,footway,45.5407665245312
Bandstand,footway,45.79800545749925
General Arun Kumar Vaidya Playground,footway,464.945327536104
Sadhu Vaswani Garden,footway,228.12314793519
society park,path,221.825082823537
society path,path,154.697620647746
walking area,footway,299.13785480511
Mrinaltai flyover,secondary,93.3630814249244
Society Road,residential,10.9269495903896
Residential path,residential,22.6335643263944
Mulund - Airoli Link Road,primary,699.443452584418
Mulund-Airoli Bridge,primary,173.566715873239
kirol road,footway,45.8740110001625
New India Park sidewalk,footway,239.117775997882
Dr Karanjia Road,tertiary,664.662281306879
09-27,unclassified,299.268686923702
M1,unclassified,102.947322018406
Mulund-Goregaon Link Road,primary,998.158417650705
AECS School-2 Road,living_street,185.17175134361
Hastinapur Internal Road,living_street,219.0439288553842
Indraprastha Internal Raod,living_street,433.137227939722
Thane,unclassified,28.9591037895511
Vidhya Nagari Street,unclassified,192.468774660621
Swami Narayan Chowk,tertiary,61.7667073429838
Kanjumarg Station Road,steps,13.4244775551679
Sonapur Bridge,tertiary,30.8480990891514
Ghatkopar - Mankhurd Link Road,trunk,68.8474322468252
Dubashi Joggers Track,footway,268.532610557603
Kranti Park Road,tertiary,683.03333533911
Bhagwantrao Paralkar Road,residential,140.943523008537
Water Filtration Plant,unclassified,2031.12857626093
Auxilium Convent Road,residential,102.180020372789
14-32,unclassified,151.1354308683588
Father peter periera road,living_street,312.592287129064
Holy cross Road,pedestrian,150.219061061827
Pannalal Ghosh Road,unclassified,281.127173379738
"Entry Gate 1 of 3, Sandeep Park",unclassified,10.2207998516889
"Entry Gate 2of3, Sandeep Park",unclassified,8.51541315388312
"Entry Gate 3of3, Sandeep Park",unclassified,3.17935831988564
Mahim Railway FOB,footway,153.16233854864
Voltas Internal Pedestrian Road,footway,276.789356696591
Ashok Towers Entry Gate,service,53.3314932309814
Murine Street,living_street,193.88997148226
"Encroached land part 1, Childrens Aid Society",unclassified,211.047065518807
"Encroached land, part 2, Childrens Aid Society",unclassified,510.431911511093
Swami Samarth Nagar to Vikhroli (Line-6),unclassified,16981.2338666946
Colaba to SEEPZ (Line-3),unclassified,38383.5441854263
Dahisar (W) to Mandale Metro (Line-2),unclassified,48500.449064530345
Andheri (E) to Dahisar (E) (Line-7),unclassified,18551.25738650895
Bhakti Park to Kasarwadavli (Line-4),unclassified,24339.3107545635
Bhakti Park to GPO (Line-8),unclassified,13238.4938564096
Dahisar (E) to Mira Bhayandar (Line-10),unclassified,709.021203293697
Andheri (E) to Bandra (E) (Line-9),unclassified,8938.65941514281
Central Avenue - from Tulip to Forest Street Junction,residential,298.035800705512
connecting road to bkc,pedestrian,53.6112808072081
E,unclassified,4102.32931641931
Master Vinayak Road (Perry Road),secondary,452.5120107888189
S,unclassified,4351.7235137259
T,unclassified,4976.78039081863
G/N,unclassified,3100.37544414944
C,unclassified,1180.81131555566
P/N,unclassified,10570.4597009904
Agarwal Estate Road,primary,467.61502667984604
R/C,unclassified,4690.1210198662
M/W,unclassified,2209.88714763936
K/W,unclassified,10171.6991013568
G/S,unclassified,5441.35319979765
D'Monte Road Extension,residential,110.78140370836
D,unclassified,7086.15785382249
Gurunanak Marg (Turner Road),secondary,151.487825612934
R/N,unclassified,2110.08466811301
H/W,unclassified,6152.93855420459
Daddy Seth Hill,residential,164.55887108656
Road No 21,unclassified,110.27896010013914
Nibbana Road,residential,93.1450209351871
Gurunanak Marg,secondary,14.819428705666
Jogeshwari Vikhroli Link Road,primary,3443.67628820415
Swami Vallabhdas Road,residential,247.0032253231225
Annasaheb Daundkar Marg,unclassified,151.59834441787
Dr BR Ambedkar Road,tertiary,824.257928271217
RK Patkar Marg,tertiary,434.024904526062
Pali 33kv/11kv receiving station,unclassified,24.4708050862305
Hostel Road,residential,492.985230726118
sahitya sahawas internal road,service,222.322266743627
Vasantdada Patil Marg,secondary,348.278601816957
Lakeside_Road,unclassified,744.229447527529
Mahim River,unclassified,1879.7953407412485
Bus Terminus Pvt road,unclassified,153.500836621841
Temporary Service Road,secondary,600.459826527599
Koliwada,path,193.654256935955
Bhai Bal Mukund Marg,residential,192.097251133766
H1 entry,path,21.1745431268271
SK Baroda Wala Marg (Altamount Road); Salebhai Karimji Barodawala Marg (Altamount Road),unclassified,801.133749734477
Vasantarao Naik Marg,tertiary,971.003081458363
Road No 25,residential,429.0182030842145
Ganapatrao Kadam Marg,construction,112.89385533952145
BKC - Eastern Express Highway Road,construction,827.645732138072
Podium,unclassified,96.606988176703
Nane Pada Nalla,unclassified,1316.92213547167
Old Tansa Pipeline,path,73.515752943757
Mumbai Coastal Road - Phase I,construction,399.87240266348
Sir Jamshetji Jeejeebhoy Road,primary,746.209348021539
Ghatkopar Bypass Road,trunk,264.454478963628
Kanjurmarg Bypass Road,trunk,192.988684969832
Wadia Chowk,secondary,60.8372562434111
Chandavarkar Marg,residential,422.408148062932
N B Patil Marg,unclassified,379.535580354148
Ganesh Maidan,unclassified,514.712978110256
Goregaon - Mulund Link Road,primary,849.585084051419
Dr Simon C Farnandes Marg,unclassified,132.869521839737
Jeejabai Bhosale Marg,trunk,1178.29038202591
Mumbai Coastal Road - Phase II,proposed,963.131127258903
RR Thakur Road,unclassified,24.43248454088
Hill Breeze Road,unclassified,185.65674082215455
Bhandup Aeration Tanks,unclassified,2784.97532924537
Airoli Bridge,unclassified,385.267642712992
Kurla East-West Pedestrian Subway,pedestrian,170.318400279741
FOB,pedestrian,297.816550648142
Vihar Lake Dam,unclassified,1098.22484561182
Sion Pedestrian Subway,footway,121.928900397899
Sion Subway 1,footway,54.4729340101765
Culbaver Road,residential,33.2492400133511
CSMT,pedestrian,166.690581369323
David Sassoon Library Marg,unclassified,198.003497241399
Rane lane,residential,56.4053087804527
Goregaon Mulund Link road,primary,80.0427830440653
S B Pawar Marg,unclassified,381.998336732377
G M Bhosle Marg,secondary,1122.00879883232
GM Bhosle Marg,secondary,1124.08744995161
Shuklaji Street,unclassified,805.679544362711
Ramchandra Bhatt Marg,tertiary,670.981853874947
Haji Ali Causeway,footway,673.868904018629
Parel-Prabhadevi Bridge,footway,111.763993774802
Satyadhan Vidyapeeth Marg,residential,123.565495460145
WEH Metro Stn FOB,footway,34.4303347459457
WEH METRO STN -WEST EXIT,footway,30.746845702968
HDIL Dreams Complex,residential,461.88912855361804
AIRPOT Road Station Exit,path,28.1844210707189
Marol Naka Metro Stn,path,30.4932009470323
Asalpha Metro Stn,path,30.7933728791454
Railway-Subway Connection,footway,105.339191809773
Metro Station Access,footway,86.9875174907496
BMC FOB Metro Andheri,footway,114.387865471517
Andheri Bus Stn,service,74.3428003385646
Bhagavati Marg,residential,481.163154354788
Andheri,path,90.7604396303242
Mulund Thane Service Road,secondary,227.74137867050501
Mulund Exit,secondary,183.604064157574
Mulund- Thane Link Service Road,secondary,167.714056961168
father prter periera road,pedestrian,43.9591887546488
Danda Road,secondary,1129.43773011297
South Avenue,tertiary,402.829562612543
Antop Hill,unclassified,68.9728021461024
BEST Sanmaan Society,path,122.248307339731
Mumbai–Ahmedabad high-speed rail (under construction),unclassified,19386.1170401739
Aga Khan Tower,unclassified,39.5402928703475
jetty,unclassified,27.6796179425376
Bhagwan Walmiki Chaowk,unclassified,21.0014723022836
Gateway of India - Uran,unclassified,18.0714135327848
"Boisar- Borivali MC,220 KV line",unclassified,4609.94021067222
Gateway of India - Mandwa,unclassified,17.6138511978874
